90  4
       500       192   23   1
        54        96   23   1
       509       391   23   1
       118       350   23   1
       345        86   23   1
       299       392   23   1
       549       355   23   1
       532       189   23   1
       129        45   23   1
       165        47   23   1
       580       263   23   1
       309       320   23   1
       489        18   23   1
       634       423   23   1
       597       292   23   1
       201        45   23   1
        85       221   23   1
       419       140   23   1
       114       270   23   1
       515       355   23   1
       518       388   23   1
       249        88   23   1
       533       367   23   1
       269       293   23   1
       375       458   23   1
       103       277   23   1
       455       346   23   1
       194        46   23   1
       146       308   23   1
       295        43   23   1
       605       249   23   1
       617       195   23   1
       101       440   23   1
       631       186   23   1
       433       131   23   1
       615         7   23   1
        97       274   23   1
       212       291   23   1
       469       270   23   1
       380        42   23   1
        12       276   23   1
       430       385   23   1
       210       414   23   1
       376       443   23   1
       187       251   23   1
       292       183   23   1
       474       473   23   1
       501       190   23   1
       587        27   23   1
        56       259   23   1
         0       249   23   1
       525       185   23   1
       600       151   23   1
       394       337   23   1
       375       126   23   1
       533       106   23   1
       116       177   23   1
       274       460   23   1
        65       320   23   1
        81        53   23   1
       610       314   23   1
       591       239   23   1
       620       127   23   1
       560       281   23   1
       458       200   23   1
       140        26   23   1
        75        57   23   1
       513       451   23   1
       502        68   23   1
       523       162   23   1
       426       119   23   1
       555       317   23   1
         4       477   23   1
       200       226   23   1
       394        37   23   1
       617       415   23   1
       291       126   23   1
        41       206   23   1
       341       415   23   1
       381       360   23   1
        73       378   23   1
       571       232   23   1
       153        67   23   1
       363         6   23   1
       362       192   23   1
       486       301   23   1
       321        72   23   1
       432       145   23   1
       434       177   23   1
       297         8   23   1
