5000 12
  554.596985  9587.070312    450    1
  555.065002  9579.599609    450    1
  535.718018  9588.780273    450    1
  549.260986  9587.280273    450    1
  559.023987  9580.879883    450    1
  549.505981  9577.360352    450    1
  557.697021  9580.690430    450    1
  542.650024  9568.389648    450    1
  557.658020  9586.000000    450    1
  554.616028  9581.309570    450    1
  542.750732  9582.464844    450    1
  556.323975  9572.150391    450    1
  553.788025  9583.290039    450    1
  553.041992  9588.820312    450    1
  545.630981  9582.040039    450    1
  558.161011  9587.919922    450    1
  542.650024  9568.389648    450    1
  549.809021  9584.280273    450    1
  548.418030  9590.070312    450    1
  552.794983  9588.150391    450    1
  552.724976  9586.599609    450    1
  542.481018  9581.110352    450    1
  549.492004  9583.250000    450    1
  535.700012  9588.799805    450    1
  544.330017  9589.230469    450    1
  545.755981  9584.709961    450    1
  539.179993  9566.070312    450    1
  545.049011  9587.599609    450    1
  549.403992  9583.580078    450    1
  555.083984  9579.459961    450    1
  556.557983  9586.330078    450    1
  539.179993  9566.070312    450    1
  553.090210  9574.697266    450    1
  539.179993  9566.070312    450    1
  558.867981  9587.250000    450    1
  551.221985  9587.549805    450    1
  545.218018  9582.750000    450    1
  553.979980  9583.290039    450    1
  554.005005  9584.559570    450    1
  557.773010  9588.169922    450    1
  549.656982  9587.080078    450    1
  548.396973  9589.929688    450    1
  545.880981  9583.009766    450    1
  553.181030  9585.099609    450    1
  546.643982  9579.849609    450    1
  547.981506  9577.982422    450    1
  550.377014  9581.349609    450    1
  554.041992  9584.910156    450    1
  544.161011  9581.299805    450    1
  548.176025  9588.530273    450    1
  548.228027  9589.490234    450    1
  542.650024  9568.389648    450    1
  546.387329  9583.988281    450    1
  551.197021  9587.540039    450    1
  558.744995  9585.370117    450    1
  545.195984  9588.160156    450    1
  546.070007  9590.549805    450    1
  535.718018  9588.776367    450    1
  539.179993  9566.070312    450    1
  548.924011  9576.179688    450    1
  546.564026  9586.969727    450    1
  556.682007  9588.139648    450    1
  535.691711  9588.780273    450    1
  562.580017  9573.259766    450    1
  545.991028  9582.750000    450    1
  570.859985  9566.120117    450    1
  544.479004  9589.089844    450    1
  546.331970  9587.740234    450    1
  562.580017  9573.259766    450    1
  545.557007  9588.120117    450    1
  556.900024  9587.019531    450    1
  558.078003  9558.379883    450    1
  552.846985  9585.110352    450    1
  553.299011  9584.610352    450    1
  545.969971  9579.900391    450    1
  570.859985  9566.120117    450    1
  557.643005  9587.360352    450    1
  551.362976  9583.629883    450    1
  544.085022  9579.929688    450    1
  539.179993  9566.070312    450    1
  545.934021  9588.450195    450    1
  550.036011  9588.490234    450    1
  548.341003  9581.980469    450    1
  542.650024  9568.389648    450    1
  545.526001  9587.799805    450    1
  554.706970  9587.419922    450    1
  555.971985  9588.009766    450    1
  554.190002  9574.570312    450    1
  542.356995  9584.386719    450    1
  546.122009  9590.469727    450    1
  547.617004  9584.089844    450    1
  562.580017  9573.259766    450    1
  541.882446  9584.878906    450    1
  539.179993  9566.070312    450    1
  558.078003  9558.379883    450    1
  543.833984  9581.059570    450    1
  549.375000  9589.910156    450    1
  556.464355  9573.007812    450    1
  570.859985  9566.120117    450    1
  556.155029  9572.889648    450    1
  557.068970  9586.580078    450    1
  562.580017  9573.259766    450    1
  547.723999  9576.240234    450    1
  535.722412  9588.785156    450    1
  552.466003  9574.790039    450    1
  555.062012  9581.320312    450    1
  539.179993  9566.070312    450    1
  545.198975  9588.480469    450    1
  535.739929  9588.771484    450    1
  542.093262  9578.204102    450    1
  535.718018  9588.780273    450    1
  539.179993  9566.070312    450    1
  544.594971  9588.429688    450    1
  539.179993  9566.070312    450    1
  539.179993  9566.070312    450    1
  539.179993  9566.070312    450    1
  539.179993  9566.070312    450    1
  545.187988  9585.959961    450    1
  546.742981  9582.230469    450    1
  557.492981  9588.500000    450    1
  543.075562  9578.233398    450    1
  544.466370  9574.459961    450    1
  556.104004  9576.339844    450    1
  545.729980  9580.360352    450    1
  539.179993  9566.070312    450    1
  554.289978  9584.969727    450    1
  558.625000  9587.080078    450    1
  557.114014  9576.099609    450    1
  553.364990  9587.419922    450    1
  549.354004  9585.400391    450    1
  556.174011  9576.669922    450    1
  549.432983  9576.509766    450    1
  558.078003  9558.379883    450    1
  552.512024  9587.570312    450    1
  558.078003  9558.379883    450    1
  552.122986  9583.509766    450    1
  550.906982  9583.832031    450    1
  553.979004  9587.299805    450    1
  552.299988  9585.690430    450    1
  552.414001  9587.780273    450    1
  556.099976  9588.009766    450    1
  548.609131  9577.208008    450    1
  545.239014  9588.700195    450    1
  546.354004  9580.679688    450    1
  546.749023  9583.440430    450    1
  560.005005  9579.040039    450    1
  552.142029  9588.150391    450    1
  552.150024  9588.150391    450    1
  545.309998  9587.000000    450    1
  538.084778  9587.292969    450    1
  535.696106  9588.785156    450    1
  551.429993  9583.839844    450    1
  535.696106  9588.776367    450    1
  558.593018  9577.700195    450    1
  539.179993  9566.070312    450    1
  546.724121  9589.224609    450    1
  557.130981  9587.700195    450    1
  537.617371  9587.431641    450    1
  553.778015  9584.690430    450    1
  535.709229  9588.785156    450    1
  551.841980  9588.280273    450    1
  548.986023  9587.219727    450    1
  548.258972  9589.549805    450    1
  535.700500  9588.793945    450    1
  535.709229  9588.785156    450    1
  562.580017  9573.259766    450    1
  554.362000  9587.809570    450    1
  548.294006  9588.559570    450    1
  554.330994  9586.759766    450    1
  553.992004  9586.389648    450    1
  546.640991  9590.750000    450    1
  548.205017  9588.339844    450    1
  545.890015  9587.610352    450    1
  551.924988  9588.309570    450    1
  538.105835  9583.808594    450    1
  535.782654  9588.796875    450    1
  548.158020  9586.419922    450    1
  551.875977  9588.190430    450    1
  550.879028  9585.950195    450    1
  570.859985  9566.120117    450    1
  543.989990  9547.080078    450    1
  550.718994  9579.950195    450    1
  548.868896  9575.554688    450    1
  546.943115  9584.385742    450    1
  551.990173  9588.242188    450    1
  546.774048  9580.055664    450    1
  545.743042  9588.031250    450    1
  550.011475  9581.172852    450    1
  535.731201  9588.785156    450    1
  535.718018  9588.780273    450    1
  542.500549  9580.905273    450    1
  547.919006  9589.059570    450    1
  545.245972  9586.450195    450    1
  562.580017  9573.259766    450    1
  570.859985  9566.120117    450    1
  547.354004  9584.259766    450    1
  539.179993  9566.070312    450    1
  547.686462  9582.365234    450    1
  550.545471  9586.256836    450    1
  551.871704  9588.287109    450    1
  545.296997  9588.629883    450    1
  551.814880  9588.239258    450    1
  545.580017  9552.759766    450    1
  545.580017  9552.759766    450    1
  547.039490  9580.644531    450    1
  555.764465  9572.906250    450    1
  570.859985  9566.120117    450    1
  554.754150  9586.134766    450    1
  547.681885  9587.875977    450    1
  547.693970  9587.919922    450    1
  548.513977  9588.070312    450    1
  554.015808  9581.860352    450    1
  555.337280  9585.914062    450    1
  555.072266  9588.334961    450    1
  546.546021  9583.839844    450    1
  552.365784  9587.689453    450    1
  558.078003  9558.379883    450    1
  555.584900  9572.526367    450    1
  542.650024  9568.389648    450    1
  554.105957  9586.463867    450    1
  543.129211  9584.552734    450    1
  543.168030  9584.459961    450    1
  552.829834  9586.996094    450    1
  546.245422  9581.108398    450    1
  545.177979  9586.089844    450    1
  546.463013  9583.780273    450    1
  541.141724  9591.702148    450    1
  545.043640  9580.248047    450    1
  544.273987  9587.599609    450    1
  549.408020  9588.454102    450    1
  539.179993  9566.070312    450    1
  545.959839  9586.398438    450    1
  539.017883  9565.687500    450    1
  552.555115  9587.096680    450    1
  542.650024  9568.389648    450    1
  545.302002  9584.440430    450    1
  539.179993  9566.070312    450    1
  544.607971  9584.730469    450    1
  556.266724  9586.328125    450    1
  562.580017  9573.259766    450    1
  548.017029  9587.030273    450    1
  549.917542  9583.649414    450    1
  552.868103  9585.084961    450    1
  554.217285  9583.662109    450    1
  539.179993  9566.070312    450    1
  556.199829  9586.337891    450    1
  544.482971  9582.129883    450    1
  547.905029  9579.459961    450    1
  535.700012  9588.799805    450    1
  550.637390  9583.651367    450    1
  542.650024  9568.389648    450    1
  552.805115  9587.900391    450    1
  550.555115  9586.021484    450    1
  546.302002  9583.629883    450    1
  547.827087  9584.230469    450    1
  550.914978  9588.558594    450    1
  554.683105  9584.852539    450    1
  554.280762  9584.777344    450    1
  545.580017  9552.759766    450    1
  544.786011  9589.629883    450    1
  535.700012  9588.799805    450    1
  548.421997  9590.179688    450    1
  549.096008  9589.879883    450    1
  549.197998  9589.900391    450    1
  548.773010  9590.049805    450    1
  547.921021  9582.509766    450    1
  548.643005  9590.070312    450    1
  548.594971  9590.070312    450    1
  548.617004  9590.129883    450    1
  548.734985  9590.099609    450    1
  548.773010  9590.099609    450    1
  556.354675  9576.184570    450    1
  549.354980  9590.120117    450    1
  549.362000  9590.129883    450    1
  549.177002  9590.190430    450    1
  554.309998  9584.440430    450    1
  546.502014  9588.309570    450    1
  549.202026  9590.169922    450    1
  546.607971  9589.480469    450    1
