    50  5
       226         3   11   1
       632       223   11   1
       140       326   11   1
       201        61   11   1
       361        24   11   1
       367        47   11   1
       149       176   11   1
       425       148   11   1
       435       110   11   1
       363       190   11   1
       151       452   11   1
        12        46   11   1
       445       211   11   1
       322        93   11   1
       137       368   11   1
       354        19   11   1
       330        62   11   1
       237       297   11   1
       265       234   11   1
       478        96   11   1
       414       356   11   1
       197       253   11   1
        13       219   11   1
        42       282   11   1
       561        74   11   1
       181       449   11   1
       545        85   11   1
       417       282   11   1
       621        51   11   1
       503       223   11   1
        25       356   11   1
        10       199   11   1
       227       310   11   1
       329       373   11   1
       463       126   11   1
       458       258   11   1
       513       272   11   1
        40         6   11   1
       470       152   11   1
        33        60   11   1
        77       402   11   1
       388       108   11   1
       181       183   11   1
       479       229   11   1
       542        24   11   1
       380       393   11   1
       414       130   11   1
       414       224   11   1
       592       407   11   1
       274       477   11   1
